name,artist,album,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_popularity,duration_minutes,z1,z2,artist_top_ten
Stay - Acoustic,Zedd,Stay,1EXxVBTTTzjgon6hWh3TuD,0.625,0.574,5,-7.383,0,0.028,0.094,0.0,0.298,0.294,100.06,4,80,3.25085,1.1138235850387326,0.06963228816689973,Other
Young,The Chainsmokers,Memories...Do Not Open,1KeZgPUr54C8iz3FjqzVoz,0.615,0.564,9,-6.384,1,0.0291,0.0105,0.0,0.148,0.454,103.006,4,84,3.7462166666666668,0.10955777259229972,0.12686393813651375,The Chainsmokers
hell is where i dreamt of u and woke up alone,blackbear,digital druglord,1PcU7Qy3VUgeYaByCThdm9,0.588,0.199,7,-11.615,1,0.0573,0.924,0.0,0.13,0.329,136.769,4,85,2.80715,5.397236900670893,-0.41208109805559034,Other
Ride,Naïka,Ride,1WCsEbnaJ0yKNQCETD2ruC,0.736,0.747,2,-6.673,1,0.0551,0.0968,5.21e-06,0.0952,0.532,96.993,4,52,3.355183333333333,0.3910287164423024,0.17396636160938464,Other
Glitter & Gold,Barns Courtney,The Dull Drums - EP,1aJtyIMev4kW8IMUxOjn1Y,0.487,0.626,1,-5.087,1,0.0383,0.345,0.0,0.197,0.352,170.002,4,65,2.935783333333333,-1.1646104676872622,-0.2728776349343167,Other
Shed a Light,Robin Schulz,Shed a Light,1cG0umU5TKStygKsPFZ9pY,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,4,82,3.18965,-1.035752274811218,0.08589659407767092,Other
Something Just Like This,The Chainsmokers,Something Just Like This,1dNIEtp7AY3oDAKCGg2XkH,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,4,84,4.127116666666667,0.41494574193869727,0.1852156858825541,The Chainsmokers
How Far I'll Go - Alessia Cara Version,Alessia Cara,Moana,1ehPJRt49h6N0LoryqKZXq,0.31,0.54,9,-9.629,1,0.346,0.163,0.000129,0.0713,0.148,180.994,4,81,2.925116666666667,3.362036972089148,0.11083061398878102,Alessia Cara
Touch,Little Mix,Glory Days,1gG5MoWK5SmHUcQPa2jxdP,0.606,0.718,4,-4.094,1,0.0978,0.032,0.0,0.402,0.551,101.821,4,84,3.5551166666666667,-2.1821921450536337,0.02790581936986891,Other
Dirty Paws,Of Monsters and Men,My Head Is An Animal,1hxq7kWQnwdhxgpEugBMGk,0.359,0.648,3,-7.06,1,0.035,0.108,0.0135,0.0555,0.133,111.733,4,73,4.63955,0.7932474857381244,-0.009383335319624556,Other
Heaven,OneRepublic,Oh My My,1lFHaHvZeLf6XrOqX6iLlS,0.585,0.724,10,-6.658,0,0.0321,0.0607,0.0,0.105,0.37,95.009,4,85,4.315783333333333,0.37958783446866956,0.1261312706676693,Other
Here,Alessia Cara,Know-It-All,1wYZZtamWTQAoj8B812uKQ,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,4,81,3.3242166666666666,-2.298480760931135,-0.07752621830296513,Alessia Cara
WILD,Troye Sivan,Blue Neighbourhood,2HWWsTZxnLSUdFZ4gjsP5N,0.581,0.725,0,-5.349,0,0.0592,0.0235,0.0,0.304,0.394,89.989,4,81,3.7978666666666667,-0.9279161422690863,0.0671447860608804,Other
Gasoline,Halsey,BADLANDS,2IO7yf562c1zLzpanal1DT,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,4,87,3.32655,1.0653406442877404,-0.02928693508397052,Other
I'm Yours,Alessia Cara,Know-It-All,2V3VjHLVEOdW33N4ckwEhq,0.504,0.83,11,-3.383,0,0.125,0.00581,0.0,0.181,0.399,102.978,4,81,3.8113333333333332,-2.893960052864187,-0.030397839124642057,Alessia Cara
Wild Things,Alessia Cara,Know-It-All,2ZyuwVvV6Z3XJaXIFbspeE,0.741,0.626,1,-4.826,0,0.0886,0.02,0.0,0.0828,0.706,108.029,4,81,3.14155,-1.4527648282035728,0.12784551541549868,Alessia Cara
Empire,Of Monsters and Men,Beneath The Skin,2cyVJ8V7rSLiBQNx2NvdB3,0.504,0.692,5,-6.32,0,0.0321,0.000422,0.000761,0.0919,0.544,118.96,4,73,4.340216666666667,0.03621205303172101,0.21305886949433295,Other
This Is My World,Esterly,This Is My World,2dLHezrk5FdSzM8gftvKqh,0.602,0.625,8,-5.165,1,0.0394,0.0667,4.72e-06,0.112,0.389,86.036,4,44,3.1627833333333335,-1.1036067614402179,-0.019855941442521674,Other
Wolves Without Teeth,Of Monsters and Men,Beneath The Skin,2mueIraiRiGExPHAS0fkho,0.362,0.72,11,-6.169,0,0.0334,0.00108,0.000417,0.332,0.436,135.637,5,73,3.8828833333333335,-0.11276610721587474,0.16483767110636208,Other
Messy,Fifth Harmony,Fifth Harmony,2omoGiB3LnBd1gHzvMUMTy,0.579,0.675,0,-4.978,1,0.0503,0.627,0.0,0.14,0.349,92.974,4,74,3.2371166666666666,-1.2596781886579338,-0.500233949734802,Fifth Harmony
Nancy Mulligan,Ed Sheeran,÷,35QZaWQRkmnAVqBF1TLCxQ,0.68,0.852,7,-4.35,1,0.0349,0.117,0.0,0.0866,0.858,101.993,4,97,2.99645,-1.937371545852039,0.1536719593969019,Ed Sheeran
Barcelona,Ed Sheeran,÷,3Lfiu5sZ4M4B6JaKMBc0FU,0.747,0.76,1,-4.294,1,0.187,0.448,0.0,0.153,0.682,99.975,4,97,3.185783333333333,-1.9649391317046767,-0.2328648214417015,Ed Sheeran
Legend,The Score,ATLAS,3SWqGa1J0M7hSBUDM0KePD,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,4,76,3.152,-2.9333306508113313,-0.03902385351469148,Other
Lot to Learn,Luke Christopher,TMRW,3TRFq09DUgYj1mug6RRqJW,0.405,0.846,6,-3.57,1,0.195,0.0948,0.0,0.0666,0.602,82.232,4,55,4.13895,-2.7088347248323257,0.0015707974569431626,Other
Real Gone,Sheryl Crow,Cars,45dGKmN6jw7PgK6Dw2rEp2,0.608,0.785,11,-5.346,0,0.0472,0.00173,0.0,0.0762,0.806,117.983,4,69,3.34555,-0.9463537411898436,0.28071932192752325,Other
Mama,Jonas Blue,Mama,47OVNnZJzIkrsEiZ4n187p,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.012,4,79,3.0689,-2.158866881459764,-0.006252404149739044,Other
Wherever You Are,5 Seconds of Summer,She Looks So Perfect,4EJ47mizXZd7wupGMxmQwE,0.562,0.815,0,-4.821,1,0.0298,0.0171,3.56e-06,0.136,0.459,91.984,4,82,3.1851166666666666,-1.4609057297788983,0.0908309092403021,5 Seconds of Summer
Inside Out,The Chainsmokers,Collage EP,4GdYM1hIvRfK8keBF2eQ1a,0.549,0.652,7,-5.875,0,0.0311,0.00289,1.49e-05,0.138,0.141,143.963,4,84,3.8928833333333333,-0.3942384140986236,-0.008061097365153758,The Chainsmokers
Power (feat. Stormzy),Little Mix,Glory Days,4QVFtAswXqPoAWRLo5yu8a,0.586,0.865,7,-4.092,1,0.319,0.0345,5.7e-06,0.165,0.468,172.912,4,84,4.038216666666667,-2.189322142009155,0.041597344183766094,Other
No Vacancy,OneRepublic,No Vacancy,4QeoDcR16IHpmmgFGQDrCp,0.72,0.727,5,-3.882,1,0.0489,0.0556,0.0,0.138,0.481,99.994,4,85,3.7198333333333333,-2.3907231856092643,-0.03458441199245885,Other
Mi Gente,J Balvin,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,4,94,3.1573333333333333,-1.4532163663772735,-0.01866505512523159,Other
Red,Taylor Swift,Red,4yBEU0askBZzE2XEVdEwmx,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-05,0.0911,0.641,124.978,4,100,3.7182166666666667,-2.0187344342567752,0.10358764299413045,Taylor Swift
Everyday,Ariana Grande,Dangerous Woman,53SfB4huCgiRGmwzJdEo1u,0.637,0.733,7,-4.413,0,0.0563,0.0149,0.0,0.162,0.431,131.004,4,96,3.247333333333333,-1.8627344510197963,0.02093361696892246,Other
Milo,Residente/Calle 13,Residente,59Ab8DT1GqIRFbmDsmWMgd,0.617,0.844,0,-4.844,1,0.0598,0.412,0.000831,0.267,0.593,135.022,3,67,6.055116666666667,-1.4206833556787357,-0.16921152259189978,Residente/Calle 13
Mama Said,Lukas Graham,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,4,77,3.448383333333333,-1.7182450038204982,0.09856494529470643,Other
chateau,blackbear,digital druglord,5IdrsGhB8D7RwNwGra9V6i,0.665,0.635,11,-5.763,0,0.0446,0.0516,0.0,0.367,0.472,97.974,4,85,3.548783333333333,-0.5111873849964226,0.07731557485119478,Other
Too Dry To Cry,Willis Earl Beal,Nobody knows.,5oG9KGz90VbBGNH25BFWYL,0.71,0.505,7,-10.597,1,0.0646,0.906,2.86e-06,0.108,0.421,79.481,4,30,4.662216666666667,4.3634170173917255,-0.329749535195046,Other
It Won't Kill Ya,The Chainsmokers,Memories...Do Not Open,5xhJmd0I15jFcEdqxfCzKk,0.572,0.53,6,-8.521,0,0.0654,0.0647,0.000169,0.127,0.12,170.138,4,84,3.6268833333333332,2.253374131832911,0.09224941960010363,The Chainsmokers
No me lo puedo explicar,Tiziano Ferro,111 Ciento Once,613zxfbeIzrLQlwWH0DUQu,0.605,0.434,11,-7.282,1,0.0362,0.605,0.0,0.152,0.234,145.984,4,67,4.003116666666667,1.0509364468611282,-0.4376899415205452,Other
Miracle,The Score,ATLAS,6A6PDawvZIfnJHW40sBHzz,0.638,0.766,11,-4.12,0,0.0368,0.0621,0.0,0.273,0.588,129.987,4,76,3.44,-2.158026941708318,0.0372418490520956,Other
Without You (feat. Sandro Cavazza),Avicii,AVĪCI,6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,4,84,3.0278833333333335,-1.4366247106176238,0.0508518082052872,Other
Fragile,Kygo,Cloud Nine,6PyxrogMU9imKqVtKx6840,0.47,0.422,5,-7.474,1,0.0522,0.177,0.000216,0.0879,0.218,149.505,4,84,3.84935,1.219067574897462,-0.07760684493535192,Other
Whatever It Takes,Imagine Dragons,Evolve,6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,4,92,3.354,-1.254914952522876,0.07577434463608873,Other
do re mi,blackbear,digital druglord,6Se3x9ANMLv0dCDsjGmEjh,0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,3,85,3.5337833333333335,0.08156611856559436,0.018240719896558455,Other
Life Of The Party,Shawn Mendes,Handwritten,6X9jRxp5WT079qyQC0JEei,0.666,0.615,10,-4.995,1,0.0314,0.0663,0.0,0.111,0.161,113.978,4,89,3.57555,-1.26639257236946,-0.13279002721464947,Other
Dagombas en Tamale,Residente/Calle 13,Residente,6dABTmyCBksFEW76oTOr5q,0.608,0.842,1,-4.522,1,0.194,0.00387,0.0,0.689,0.726,82.916,4,67,3.9262166666666665,-1.7682748278090301,0.20157052650167068,Residente/Calle 13
More Than You Know,Axwell /\ Ingrosso,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,4,70,3.3833333333333333,-1.3080574892680272,0.1156166014601698,Other
Love Me Now,John Legend,Love Me Now,6hdkw1wzhIRYPlYDUtCY5m,0.416,0.773,8,-3.784,1,0.0949,0.572,0.0,0.105,0.716,122.65,4,85,3.505116666666667,-2.4678103391392368,-0.35629595571723177,Other
Green Light,Lorde,Melodrama,6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4,81,3.9108833333333335,1.5308502944111781,0.19716648157105296,Other
Me Rehúso,Danny Ocean,54+1,6ifUES3keWjwXgae8pXI3o,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,4,80,3.4285833333333335,0.04193499579639033,0.18361636861091102,Other
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,4,85,3.6068166666666666,-2.4223024796354027,0.1067524430732571,Other
I Can Only. (feat. Alessia Cara),JoJo,Mad Love.,6khDguAo8XXW1h0u7xofYk,0.641,0.878,7,-4.605,0,0.0505,0.0181,0.0,0.115,0.335,114.075,4,68,3.346,-1.676009121751155,0.04272334515277465,Other
Hurricane,The Vamps,Meet The Vamps,6lgCWoyDrs3oSkaF9aMp9C,0.311,0.95,9,-3.073,1,0.105,0.000398,0.0,0.0986,0.762,100.015,4,76,3.26245,-3.219204935538156,0.1460759661395612,Other
Take Me Home,Jess Glynne,I Cry When I Laugh,6oO10y1h2VyxJQfomG4CtH,0.558,0.451,9,-6.163,1,0.0388,0.292,0.0,0.101,0.238,150.008,4,76,4.423033333333334,-0.08311904195487961,-0.25540828169586716,Other
Stay,Zedd,Stay,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4,80,3.501516666666667,-1.2366139195716483,-0.12097576816691463,Other
idfc,blackbear,deadroses,6y6jbcPG4Yn3Du4moXaenr,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,4,85,4.0862,2.5138622491049616,-0.2722800004251288,Other
Middle Of The Night,The Vamps,Night & Day,74vs7PD7iG2GnWUGnb8Yuq,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093,4,76,2.91,-1.9529731693962427,0.0144893368046978,Other
The Scientist,Coldplay,A Rush of Blood to the Head,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,92,5.16,1.0004347817903394,-0.553163454998256,Other
Friend Of Mine (feat. Vargas & Lagola),Avicii,AVĪCI,79UX8fkSsowWI1HOd8VoYt,0.701,0.717,7,-4.367,0,0.056,0.0181,0.00599,0.0713,0.666,109.999,4,84,2.6644,-1.9139377912438187,0.10887980800775955,Other
Gold Dust,Galantis,XOXO (Music from the Netflix Original Film),7BVLcml7HybblGN0lRHNwy,0.242,0.746,2,-4.496,1,0.0361,0.00635,0.00397,0.107,0.128,127.997,4,79,3.90425,-1.7729639510339898,-0.08961376918332398,Galantis
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate,7JJmb5XwzOO8jgpou264Ml,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,89,3.324,-2.20951097025367,-0.05377807667386848,Other
HUMBLE.,Kendrick Lamar,DAMN.,7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,90,2.95,0.360117647286865,0.16069796091595537,Other
Cómo Te Atreves,Morat,Sobre El Amor Y Sus Efectos Secundarios,7M6CFruBrM5x7u0lTMtm6r,0.617,0.888,4,-4.567,1,0.0402,0.0705,0.0,0.162,0.771,130.97,4,82,4.009333333333333,-1.7232134810260873,0.18465257879751587,Other
Everybody,Logic,Everybody,7cGFbx7MP0H23iHZTZpqMM,0.885,0.94,1,-5.908,1,0.0913,0.161,0.0,0.0675,0.773,110.005,4,82,2.705783333333333,-0.38420612746144517,0.2311941709414877,Other
Sober,Lorde,Melodrama,7eElVgPcxDqmgGrSwVFI74,0.796,0.467,6,-10.369,1,0.181,0.173,0.00411,0.126,0.516,107.901,4,81,3.2872666666666666,4.09395371285601,0.29005332150840607,Other
Hallelujah,Logic,Everybody,7fRfIvHPH6bHdMDjPFwTMh,0.674,0.596,11,-8.348,0,0.195,0.495,3.38e-06,0.342,0.46,136.059,4,82,7.478883333333333,2.092785544479242,-0.112033303520885,Other
Cold (feat. Future),Maroon 5,Red Pill Blues,7gwLQ4tZ5UdZ7qNcDyJ8wr,0.693,0.717,9,-6.346,0,0.107,0.14,0.0,0.0464,0.412,99.836,4,89,3.905133333333333,0.0723361580292054,0.05154839678619688,Other
Now Or Never,Halsey,hopeless fountain kingdom,7i2DJ88J7jQ8K7zqFX2fW8,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,4,87,3.580033333333333,-1.4038414035253741,-0.06604970407149127,Other
She Will Be Loved,Maroon 5,Songs About Jane,7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,4,89,4.28555,-0.7668465108520695,0.10907298147685035,Other
Silence,Marshmello,Silence,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,87,3.013716666666667,-3.1622235118337803,-0.33289183334667194,Other
Hands,Mike Perry,Hands,7ydN6k1pLu6GRJsJpFXnYu,0.719,0.707,0,-5.045,0,0.0443,0.0172,0.0,0.312,0.602,100.019,4,69,2.781816666666667,-1.2359771084364588,0.13104254581051783,Other
Break My Heart,Dua Lipa,Future Nostalgia,017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,94,3.697,-2.8306522846093034,-0.16695949247347586,Dua Lipa
Tantas Cosas Que Contar,La Oreja de Van Gogh,El Viaje de Copperpot,09oZXunRcHWgNc4jYxDeue,0.27,0.638,11,-7.238,1,0.0379,0.392,0.0,0.139,0.334,205.956,4,74,3.88555,0.9818516274448603,-0.15034447502554335,Other
River,Bishop Briggs,Bishop Briggs,0TGTE9TEh9qzuFwmtRNICn,0.726,0.484,2,-6.707,0,0.0477,0.274,2.44e-06,0.0874,0.561,62.493,4,69,3.5713333333333335,0.4476461048370894,-0.050136680493203266,Other
Hey Jude - Remastered 2015,The Beatles,1,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,4,89,7.094216666666667,1.4169576201099612,0.2753591880009762,Other
No Goodbyes,Dua Lipa,Dua Lipa,0mDGNetRxywxqgiXFbagZh,0.678,0.714,0,-4.924,1,0.0408,0.00795,0.0,0.0827,0.307,109.021,4,94,3.6013333333333333,-1.3494844039898928,0.0067246032369318864,Dua Lipa
Empire,Shakira,Shakira. (Expanded Edition),0t2cqTppQ4yoEW45LAngxJ,0.541,0.628,0,-4.682,0,0.0603,0.733,0.0,0.056,0.364,80.027,4,85,3.9888833333333333,-1.5466903695926646,-0.6211882407394176,Other
lovely (with Khalid),Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4,93,3.3364333333333334,3.8974471663023866,-0.5909444166701723,Other
You Don't Mess Around With Jim,Jim Croce,Stranger Things (Soundtrack from the Netflix Original Series),1DBwQlPJHqOVqXlckWk1la,0.702,0.749,4,-6.362,1,0.0596,0.479,7.91e-06,0.106,0.968,163.782,4,65,2.9897833333333335,0.09084426481778818,0.017598685396231106,Other
The OA - Main Theme,Geek Music,The OA - Main Theme,1IuzzGnF86uDjGKUdGgrbN,0.117,0.256,0,-19.805,1,0.0347,0.706,0.958,0.0654,0.0736,81.994,3,65,1.2770833333333333,13.551910789169224,0.30957990653877765,Other
Lonely Heart,5 Seconds of Summer,CALM,1MAXdOA4Dtz6eJMz0nEq2H,0.592,0.713,11,-5.566,0,0.0512,0.043,0.0,0.157,0.261,126.088,4,82,3.4004833333333333,-0.706312897379584,0.006963966494476531,5 Seconds of Summer
Falling,Harry Styles,Fine Line,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4,87,4.0022166666666665,0.3000531745689444,-0.8246368780411535,Other
Watermelon Sugar,Harry Styles,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,4,87,2.9,-2.0676416595440776,-0.0015500575830562635,Other
Hold My Hand,Jess Glynne,I Cry When I Laugh,1eOJAiCKFuMda0fPRvjcuc,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,122.977,4,76,3.789066666666667,-0.5683859850903996,0.16342800237428765,Other
Rollin,Jess Glynne,Always in Between,1k5ncSTvu94qVV13mZ4Xcm,0.716,0.752,1,-3.504,0,0.0533,0.000804,0.0,0.0757,0.708,117.021,4,76,3.634,-2.778006668162909,0.08702681929216154,Other
Hallucinate,Dua Lipa,Future Nostalgia,1nYeVF5vIBxMxfPoL0SIWg,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053,4,94,3.4750833333333335,-0.8850415775168265,0.1495266558709549,Dua Lipa
Bones (feat. OneRepublic),Galantis,Bones (feat. OneRepublic),1pfgsjmxVZhoZpeDx6POKv,0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,4,79,3.429883333333333,-0.5513826693664147,0.18833902015379064,Galantis
Sucker,Jonas Brothers,Happiness Begins,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4,83,3.0171166666666664,-1.2254428741177805,0.2692438475847182,Other
Teeth,5 Seconds of Summer,13 Reasons Why,26wLOs3ZuHJa2Ihhx6QIE6,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,4,82,3.4147833333333333,-3.2936572165371234,-0.22038029694332045,5 Seconds of Summer
That's My Girl,Fifth Harmony,7/27,2ACOWPLUe4A4KuQ5ioD2od,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,4,74,3.4002166666666667,-2.0399294876067744,0.10848714306202151,Fifth Harmony
La Playa,La Oreja de Van Gogh,El Viaje de Copperpot,2DNyZP4Py6f4zMASLBnIu6,0.589,0.552,9,-5.707,1,0.0268,0.175,0.0,0.106,0.311,88.535,4,74,4.128216666666667,-0.5514000595542692,-0.1268998715173038,Other
School of Rock: The Musical - Medley,Kurt Hugo Schneider,School of Rock: The Musical,2EbNaCt6Md9rt7AKJTht4Q,0.692,0.653,7,-7.187,1,0.0676,0.0564,0.0,0.272,0.551,134.988,4,67,2.566666666666667,0.9053421220451849,0.22241490167655514,Other
Another Place,Bastille,Another Place,2Fn4gZI3MAeWTiv7cSVxZQ,0.685,0.742,8,-5.409,1,0.0471,0.22,0.0,0.185,0.618,115.008,4,79,3.5585166666666668,-0.8638921084926644,0.009120695443957542,Other
I'm Like A Bird - Recorded at Spotify Studios NYC,Alessia Cara,Spotify Singles,2JtSnwYNKOphDrshYL8n4p,0.524,0.639,10,-7.18,1,0.103,0.238,0.0,0.0598,0.582,87.998,4,81,3.666,0.9085469591129808,0.07897882013925218,Alessia Cara
Milionària,ROSALÍA,Fucking Money Man,2K3bjojp1sCLdMMoO5lJ2p,0.857,0.574,8,-6.441,1,0.416,0.602,1.24e-06,0.0663,0.906,116.008,4,83,2.3061833333333333,0.18719573092265654,-0.1659232184198941,Other
"Clear and Simple (feat. Caroline Shaw, Petra Haden & Susanna Hoffs)",Theodore Shapiro,Bombshell (Original Music from the Motion Picture Soundtrack),2M1nMXFSQsmxyNrkZW4Qjx,0.672,0.0206,5,-29.858,1,0.045,0.872,0.691,0.068,0.158,119.954,4,47,2.7175166666666666,23.591017391518772,0.8970227717797106,Other
Who Do You Love,The Chainsmokers,World War Joy,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,4,84,3.7788833333333334,-1.6885784745547663,0.09688308125733872,The Chainsmokers
Cool,Dua Lipa,Future Nostalgia,2nMOodYNHBAQ3Kc1QNimZU,0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,4,94,3.49305,-2.2650937527000283,0.062474197180704676,Dua Lipa
Physical,Dua Lipa,Future Nostalgia,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,94,3.2304833333333334,-2.531839997927255,0.14376627921236923,Dua Lipa
OKAY OKAY,Alessia Cara,This Summer,3JH1alhYiP4TTEsmDiNVrf,0.684,0.452,5,-7.126,1,0.262,0.0629,0.0,0.302,0.752,177.851,4,81,2.6357833333333334,0.8497625296898236,0.22767383165565386,Alessia Cara
Nice To Meet Ya,Niall Horan,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,4,81,2.64675,-1.9291730891824506,0.039698281880151315,Other
Get Right,Jennifer Lopez,Rebirth,3jVSV60WZE5jPE2a6KGNFy,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,4,80,3.7588833333333334,-1.1810548099473197,0.04738991953150773,Other
Antes de Morirme (feat. ROSALÍA),C. Tangana,Antes de Morirme (feat. ROSALÍA),4Dl8bEzhAEGbcwkQawS1XG,0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93,4,80,3.3332333333333333,2.6190154488902,0.10689448624404185,Other
Pop,La Oreja de Van Gogh,El Viaje de Copperpot,4FXSEdmbbeGmPIQltH27C8,0.719,0.788,9,-6.428,1,0.0284,0.023,0.0,0.0918,0.751,133.58,4,74,2.5311166666666667,0.13462689722964327,0.32378033071435297,Other
ON (Feat. Sia),BTS,MAP OF THE SOUL : 7,4JWbH50WabthGhmtduR8b9,0.591,0.848,9,-4.396,0,0.0828,0.137,0.0,0.372,0.385,105.924,4,97,4.1136,-1.8773921345704958,-0.06152699580332491,Other
All I Am,Jess Glynne,Always in Between,4KbXLyluZKq3sTHL8XKsRL,0.743,0.642,0,-5.402,1,0.0344,0.0473,1.86e-06,0.176,0.523,122.042,4,76,3.6586666666666665,-0.8729810167523854,0.07725701470642782,Other
Soul - Japanese Bonus Track,Céline Dion,Soul,4LcatYSnxSNA38JEckEmzW,0.65,0.678,7,-5.038,0,0.0289,0.0673,0.0,0.113,0.586,93.04,4,80,3.236883333333333,-1.2381946798254986,0.07191930219502113,Other
Soledad,La Oreja de Van Gogh,El Viaje de Copperpot,4NLpfB52hwDPLn7bphgjgD,0.58,0.692,3,-6.202,1,0.0262,0.188,0.0,0.119,0.638,137.907,4,74,3.8777833333333334,-0.07329889200638968,0.08772605331794645,Other
What's On Your Mind?,Alessia Cara,This Summer,4TwDtw8I224dm9FEs4a0Vo,0.786,0.72,5,-4.48,0,0.15,0.0804,2.53e-05,0.0658,0.776,90.028,4,81,3.22555,-1.8009030432422297,0.11340541430122078,Alessia Cara
Not Today,Imagine Dragons,Me Before You,4kDTvLhGF29gFsqceuxBSC,0.462,0.387,0,-7.401,1,0.0292,0.567,0.0,0.164,0.0428,122.698,4,92,4.351333333333334,1.1749647682024331,-0.4943957030208114,Other
Love Again,Dua Lipa,Future Nostalgia,4rPkN1FMzQyFNP9cLUGIIB,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,4,94,4.300066666666667,-1.606943619354067,0.044209639637729614,Dua Lipa
